Year,Status,Adult Mortality,Infant Deaths,Alcohol,Percentage Expenditure,Hepatitis B,Measles,BMI,Under-five Deaths,Polio,Total Expenditure,Diphtheria,HIV/AIDS,GDP,Population,Thinness 1-19 Years,Thinness 5-9 Years,Income Composition of Resources,Schooling
2001,0.0,0.4362880886426593,0.04888888888888889,0.0,0.000542852986795457,0.6326530612244897,0.04129454291814142,0.13441483198146004,0.0488,0.3333333333333333,0.4312246082414393,0.3195876288659794,0.0,0.00097184357983113,0.0022926983573159265,0.07246376811594203,0.08070175438596491,0.35864978902953587,0.28502415458937197
2000,0.0,0.44321329639889195,0.04888888888888889,0.0,0.0005351646459549824,0.6224489795918366,0.03078474712865781,0.1297798377752028,0.0488,0.21875,0.4544399303540336,0.2268041237113402,0.0,0.0009471985025035496,0.00022701232590011374,0.07971014492753623,0.08421052631578947,0.35654008438818563,0.26570048309178745
2011,0.0,0.12049861495844875,0.0,0.30011198208286677,0.022436554577364428,0.9999999999999999,0.00013196156148230539,0.626882966396292,0.0004,1.0,0.3099245502031341,0.9999999999999999,0.0,0.03721958429547565,0.0002281245025057826,0.04710144927536231,0.04912280701754386,0.7784810126582279,0.6425120772946861
2010,0.0,0.12465373961218836,0.0005555555555555556,0.2950727883538634,0.0021469685298022767,0.9999999999999999,4.712912910082335e-05,0.6176129779837775,0.0004,1.0,0.2884503772489843,0.9999999999999999,0.0,0.004134204060445616,0.00022513035923242534,0.04710144927536231,0.04912280701754386,0.7647679324894514,0.6038647342995169
2009,0.0,0.12465373961218836,0.0005555555555555556,0.3236282194848824,0.017867429722901087,0.9897959183673468,0.0,0.608342989571263,0.0004,0.9895833333333333,0.3145676146256529,0.9896907216494845,0.0,0.03450884115213057,0.0022625992567383256,0.050724637681159424,0.052631578947368425,0.760548523206751,0.5893719806763285
2008,0.0,0.0,0.0005555555555555556,0.3135498320268757,0.0018799915103926903,0.9999999999999999,0.0,0.5979142526071842,0.0004,1.0,0.3192106790481718,0.9999999999999999,0.0,0.0036574172903569226,0.0022778984477801706,0.05434782608695653,0.052631578947368425,0.7521097046413502,0.5797101449275363
2007,0.0,0.0110803324099723,0.0005555555555555556,0.31187010078387456,0.0016553746713843535,0.9897959183673468,0.00010368408402181136,0.5874855156431055,0.0004,1.0,0.3325594892629135,0.9896907216494845,0.0,0.0030330811745327554,2.2941444187677724e-05,0.05434782608695653,0.056140350877192984,0.7415611814345991,0.5603864734299516
2006,0.0,0.13573407202216067,0.0005555555555555556,0.2967525195968645,0.00016951587184332198,0.9897959183673468,0.00032047807788559876,0.05561993047508691,0.0004,0.9791666666666665,0.31863029599535697,0.979381443298969,0.0,0.0002806717492795459,0.0023128582006670495,0.057971014492753624,0.05964912280701755,0.7341772151898733,0.5507246376811594
2005,0.0,0.019390581717451522,0.0005555555555555556,0.2883538633818589,0.00138569013917615,0.9897959183673468,2.8277477460494007e-05,0.5666280417149478,0.0004,0.9791666666666665,0.3337202553685433,0.9896907216494845,0.0,0.0023282630862919373,0.00024071628934355658,0.06159420289855072,0.05964912280701755,0.7225738396624473,0.5217391304347826
2004,0.0,0.0221606648199446,0.0005555555555555556,0.2536394176931691,0.011388285760296631,0.9999999999999999,3.2990390370576346e-05,0.5550405561993047,0.0004,0.9895833333333333,0.3488102147417295,0.979381443298969,0.0,0.02026420572143193,0.0002526588556470972,0.06159420289855072,0.06315789473684211,0.7183544303797468,0.5265700483091788
2003,0.0,0.023545706371191136,0.0005555555555555556,0.23964165733482645,0.0007556137376128474,0.9795918367346937,3.770330328065868e-05,0.5434530706836617,0.0004,0.9791666666666665,0.3424260011607661,0.979381443298969,0.0,0.0015775659483946464,0.0002624566755429026,0.06521739130434782,0.06666666666666667,0.7109704641350212,0.5169082125603864
2002,0.0,0.019390581717451522,0.0005555555555555556,0.20828667413213886,0.005365369093684506,0.9693877551020408,7.540660656131736e-05,0.5318655851680185,0.0004,0.9895833333333333,0.3441671503192107,0.9896907216494845,0.0,0.012183842465756963,2.6873092827731514e-06,0.06884057971014493,0.07017543859649122,0.7067510548523207,0.5169082125603864
2001,0.0,0.018005540166204984,0.0005555555555555556,0.2374020156774916,0.00493870674087725,0.9693877551020408,8.483243238148202e-05,0.5214368482039398,0.0004,0.9791666666666665,0.3267556587347649,0.979381443298969,0.0,0.011120921765700375,2.793116772221424e-05,0.07246376811594203,0.07017543859649122,0.6983122362869199,0.5120772946859903
2000,0.0,0.013850415512465374,0.0005555555555555556,0.20436730123180294,0.0047080059887397,0.9693877551020408,0.0031199483464745058,0.5098493626882966,0.0004,0.9791666666666665,0.3418456181079512,0.979381443298969,0.0,0.009852288186129002,3.0059683616593663e-05,0.07246376811594203,0.0736842105263158,0.6919831223628691,0.5169082125603864
2011,0.0,0.1592797783933518,0.011666666666666667,0.03079507278835387,0.026129586760481202,0.9591836734693877,0.0005278462459292215,0.6257242178447276,0.009600000000000001,0.9583333333333333,0.2855484619849101,0.9587628865979381,0.0,0.04556954456470979,0.02845713219226023,0.21014492753623193,0.19999999999999998,0.7637130801687765,0.6763285024154589
2010,0.0,0.16343490304709143,0.011666666666666667,0.024636058230683093,0.022110859367497925,0.9591836734693877,0.00048543002973848047,0.6129779837775202,0.009600000000000001,0.9583333333333333,0.2756819500870575,0.9587628865979381,0.0,0.03743957054801889,0.02791463037486782,0.21014492753623193,0.19999999999999998,0.7531645569620254,0.6570048309178743
2009,0.0,0.1689750692520776,0.011111111111111112,0.027435610302351626,0.018073164239578395,0.9489795918367346,0.0005042816813788098,0.6002317497103128,0.0092,0.9479166666666666,0.2896111433546141,0.9587628865979381,0.0,0.03245041090846481,0.002741057014191791,0.21376811594202902,0.20350877192982456,0.7436708860759493,0.6328502415458936
2008,0.0,0.1731301939058172,0.011111111111111112,0.0251959686450168,0.0022118772509153086,0.9183673469387754,0.0010227021014878666,0.5886442641946698,0.0092,0.9270833333333333,0.22228670922809052,0.9381443298969072,0.0,0.004141722949650902,0.0026947915494301908,0.21376811594202902,0.20350877192982456,0.7352320675105486,0.608695652173913
2007,0.0,0.1772853185595568,0.011111111111111112,0.024076147816349387,0.016443807883376738,0.08163265306122448,0.0,0.05561993047508691,0.0092,0.9583333333333333,0.20023215322112592,0.9587628865979381,0.0,0.03300719132771634,2.654229950790784e-05,0.21376811594202902,0.20350877192982456,0.7278481012658228,0.5942028985507246
2006,0.0,0.18144044321329642,0.011111111111111112,0.01959686450167973,0.013872762957572782,0.07142857142857142,0.004448989787117724,0.5654692931633835,0.0092,0.9583333333333333,0.17353453279164247,0.9587628865979381,0.0,0.029058535997948318,0.026106302319156414,0.21739130434782608,0.2070175438596491,0.7236286919831223,0.5942028985507246
2005,0.0,0.18698060941828257,0.010555555555555556,0.027435610302351626,0.00013084878458542452,0.836734693877551,0.010849125519009534,0.5550405561993047,0.0088,0.8854166666666666,0.1665699361578642,0.8865979381443299,0.0,0.0002470484687207464,0.02572799378504274,0.21739130434782608,0.2070175438596491,0.7172995780590717,0.5797101449275363
2004,0.0,0.018005540166204984,0.010555555555555556,0.024636058230683093,0.011313896254378335,0.8163265306122448,0.015500770561260799,0.5434530706836617,0.0092,0.8645833333333333,0.1839814277423099,0.8659793814432989,0.0,0.021794728856086135,0.0025374954614460926,0.22101449275362323,0.21052631578947364,0.7099156118143459,0.5652173913043478
2011,0.0,0.4986149584487535,0.041666666666666664,0.45072788353863386,0.01231480906601506,0.7244897959183673,0.0068290108067093035,0.23174971031286212,0.046,0.7291666666666666,0.17469529889727217,0.7113402061855669,0.047524752475247525,0.036061167231142145,0.01871805670734234,0.31884057971014496,0.30526315789473685,0.5221518987341772,0.45410628019323673
2010,0.0,0.5041551246537396,0.043333333333333335,0.43617021276595747,0.009838532357693794,0.7755102040816326,0.005608366362997978,0.016222479721900347,0.048400000000000006,0.8125,0.17527568195008705,0.7731958762886597,0.047524752475247525,0.029603273283618753,0.018061544808204256,0.32608695652173914,0.31228070175438594,0.5147679324894515,0.43478260869565216
2009,0.0,0.5096952908587258,0.045,0.3919372900335946,0.01093038494028362,0.6122448979591836,0.013229146538601114,0.2178447276940904,0.050800000000000005,0.625,0.23215322112594308,0.04123711340206186,0.047524752475247525,0.02807865842063168,0.017428103424479105,0.33333333333333337,0.319298245614035,0.5063291139240507,0.4106280193236715
2008,0.0,0.5124653739612188,0.04666666666666667,0.3952967525195969,0.012829123704632663,0.693877551020408,0.0012489219211718188,0.21205098493626884,0.053200000000000004,0.6458333333333333,0.20139291932675563,0.6907216494845361,0.04950495049504951,0.032448293389336864,0.0016817192311936618,0.34057971014492755,0.32631578947368417,0.49367088607594933,0.3913043478260869
2007,0.0,0.518005540166205,0.04833333333333333,0.35498320268756994,0.009487791746710087,0.7346938775510203,0.004778893690823487,0.20625724217844732,0.055200000000000006,0.75,0.17469529889727217,0.7319587628865979,0.04950495049504951,0.024143074527789014,0.002316830812031287,0.3442028985507246,0.3333333333333333,0.47890295358649787,0.3719806763285024
2011,0.0,0.015235457063711912,0.005,0.45352743561030234,0.07722465543569271,0.9183673469387754,1.4138738730247004e-05,0.06257242178447278,0.004,0.9375,0.3203714451538015,0.9175257731958762,0.0,0.1067818160042227,0.03219580853021062,0.03260869565217391,0.028070175438596492,0.860759493670886,0.8260869565217391
2010,0.0,0.1662049861495845,0.005555555555555556,0.4557670772676372,0.009630996215798538,0.9489795918367346,8.011951947139969e-05,0.6813441483198146,0.0044,0.9583333333333333,0.3586767266395821,0.9484536082474226,0.0,0.010695412503564745,0.031861158531260966,0.03260869565217391,0.028070175438596492,0.8459915611814346,0.8115942028985508
2009,0.0,0.1731301939058172,0.005555555555555556,0.4658454647256439,0.071768427444112,0.9489795918367346,1.4138738730247004e-05,0.6743916570104288,0.0044,0.9791666666666665,0.4213580963435868,0.9484536082474226,0.0,0.06847038432978884,0.0003709159217208833,0.03260869565217391,0.028070175438596492,0.8375527426160337,0.7971014492753623
2008,0.0,0.1731301939058172,0.005555555555555556,0.47032474804031354,0.07257401667440114,0.08163265306122448,0.0,0.6674391657010429,0.0044,0.9479166666666666,0.3650609402205456,0.9381443298969072,0.0,0.07511620599160324,0.0033870414932146483,0.03260869565217391,0.028070175438596492,0.8354430379746836,0.7874396135265701
2007,0.0,0.1772853185595568,0.005555555555555556,0.4563269876819709,0.056758934698266844,0.8571428571428571,0.0,0.660486674391657,0.0048000000000000004,0.9270833333333333,0.355194428322693,0.9175257731958762,0.0,0.06034968777522529,0.0030893545562289365,0.036231884057971016,0.028070175438596492,0.8312236286919831,0.7874396135265701
2006,0.0,0.17451523545706374,0.006111111111111111,0.4333706606942889,0.049341983005024535,0.846938775510204,0.0,0.6546929316338355,0.0048000000000000004,0.9270833333333333,0.36622170632617523,0.9175257731958762,0.0,0.049316334836726705,0.0030574074957735358,0.036231884057971016,0.028070175438596492,0.8248945147679325,0.7777777777777778
2005,0.0,0.17451523545706374,0.006111111111111111,0.4210526315789474,0.004936702805193068,0.8877551020408162,0.0,0.6477404403244496,0.0048000000000000004,0.9583333333333333,0.3760882182240278,0.9896907216494845,0.0,0.004826695984981477,0.030254800665104796,0.036231884057971016,0.031578947368421054,0.8227848101265823,0.7874396135265701
2004,0.0,0.01662049861495845,0.006111111111111111,0.42665173572228443,0.03692862647953257,0.8163265306122448,0.0,0.6407879490150636,0.0048000000000000004,0.9166666666666666,0.375507835171213,0.9896907216494845,0.0,0.03566212285056493,0.02993266980212361,0.036231884057971016,0.031578947368421054,0.8175105485232068,0.7874396135265701
2003,0.0,0.1883656509695291,0.006111111111111111,0.42609182530795076,0.0029561054830679495,0.7346938775510203,0.0,0.633835457705678,0.005200000000000001,0.9583333333333333,0.4556006964596634,0.9690721649484536,0.0,0.002783865887802461,0.00296735906191219,0.03985507246376811,0.031578947368421054,0.8122362869198312,0.7922705314009661
2002,0.0,0.18975069252077564,0.006666666666666666,0.43673012318029114,0.024137014782892024,0.6632653061224489,0.0,0.626882966396292,0.005200000000000001,0.9479166666666666,0.4608241439349971,0.9381443298969072,0.0,0.02162867233258727,0.0029283733688314755,0.03985507246376811,0.031578947368421054,0.8185654008438817,0.7874396135265701
2011,0.0,0.17590027700831026,0.0005555555555555556,0.2284434490481523,0.013398232385511322,0.9591836734693877,0.0,0.589803012746234,0.0004,0.96875,0.19384793964016248,0.9587628865979381,0.0,0.029581819442473543,0.0022224573328014055,0.06884057971014493,0.07017543859649122,0.768987341772152,0.6135265700483091
2010,0.0,0.18144044321329642,0.0005555555555555556,0.23628219484882423,0.011515514335539637,0.9489795918367346,9.42582582016467e-06,0.581691772885284,0.0004,0.96875,0.24318049912942538,0.9484536082474226,0.0,0.026992294042307484,0.002223794417949291,0.06884057971014493,0.07017543859649122,0.7594936708860759,0.5942028985507246
2009,0.0,0.1883656509695291,0.0005555555555555556,0.2211646136618141,0.010327846970143412,0.9387755102040816,0.0,0.0544611819235226,0.0004,0.9479166666666666,0.24260011607661056,0.9381443298969072,0.0,0.025108035203357124,0.0022325071120950202,0.06884057971014493,0.07017543859649122,0.7647679324894514,0.5748792270531401
2008,0.0,0.018005540166204984,0.0005555555555555556,0.2211646136618141,0.00014830138646609598,0.8979591836734693,0.0,0.047508690614136734,0.0004,0.9166666666666666,0.1990713871154962,0.8969072164948453,0.0,0.00033219994729013927,2.3022596754456896e-05,0.06884057971014493,0.07017543859649122,0.760548523206751,0.5942028985507246
2007,0.0,0.18144044321329642,0.0005555555555555556,0.22284434490481525,0.002288110980807474,0.8571428571428571,4.712912910082335e-06,0.5643105446118193,0.0004,0.0625,0.2286709228090539,0.8865979381443299,0.0,0.02632523314094584,0.00022670317326476452,0.06884057971014493,0.07017543859649122,0.7457805907172996,0.5652173913043478
2006,0.0,0.19390581717451524,0.0005555555555555556,0.22396416573348266,0.0125532025809844,0.7857142857142856,0.0006456690686812798,0.5585168018539977,0.0004,0.875,0.24434126523505514,0.8762886597938144,0.0,0.018096823522895822,2.283942381801248e-05,0.06884057971014493,0.07017543859649122,0.7299578059071731,0.5410628019323671
2005,0.0,0.1883656509695291,0.0005555555555555556,0.2374020156774916,0.0010379014384039088,0.9183673469387754,0.010750154347897806,0.5538818076477404,0.0004,0.9270833333333333,0.2832269297736506,0.07216494845360825,0.0,0.013779159477136297,0.0023041339132974944,0.06884057971014493,0.07017543859649122,0.7162447257383967,0.5265700483091788
2004,0.0,0.18144044321329642,0.0005555555555555556,0.21276595744680854,0.00501752160876463,0.9183673469387754,0.008403123718676802,0.5492468134414832,0.0004,0.9375,0.2977365060940221,0.9175257731958762,0.0,0.00998800015293478,2.765370323198831e-06,0.06884057971014493,0.07017543859649122,0.7046413502109704,0.5265700483091788
2003,0.0,0.1842105263157895,0.0005555555555555556,0.1690929451287794,0.0003768750749480428,0.9387755102040816,1.885165164032934e-05,0.5457705677867902,0.0004,0.96875,0.3012188044109112,0.9484536082474226,0.0,0.0007676763666828643,2.45405361940216e-05,0.06884057971014493,0.07017543859649122,0.6930379746835443,0.5217391304347826
2002,0.0,0.1842105263157895,0.0005555555555555556,0.1595744680851064,0.002935234264648699,0.9183673469387754,0.0001885165164032934,0.5422943221320973,0.0004,0.96875,0.2919326755658735,0.9484536082474226,0.0,0.006558474398471294,0.000258036565738997,0.07246376811594203,0.07017543859649122,0.680379746835443,0.5217391304347826
2001,0.0,0.19390581717451524,0.0005555555555555556,0.1595744680851064,0.002730696688207406,0.693877551020408,0.0003251909907956811,0.53765932792584,0.0004,0.9791666666666665,0.3232733604178758,0.9484536082474226,0.0,0.005813104006829369,2.753081505943699e-05,0.07246376811594203,0.07017543859649122,0.679324894514768,0.536231884057971
2000,0.0,0.1952908587257618,0.0005555555555555556,0.16181410974244123,0.001681540922043229,0.5510204081632653,7.069369365123502e-05,0.5341830822711472,0.0004,0.96875,0.3412652350551364,0.9381443298969072,0.0,0.005211511883462475,0.0002856214825096201,0.07246376811594203,0.0736842105263158,0.6740506329113924,0.5410628019323671
2011,1.0,0.08587257617728532,0.0005555555555555556,0.5761478163493842,0.5639792156120569,0.9285714285714285,0.0008954534529156436,0.734646581691773,0.0004,0.9270833333333333,0.5124782356355193,0.9278350515463917,0.0,0.5223033798219423,0.00017265401802665927,0.018115942028985504,0.017543859649122806,0.9778481012658228,0.9565217391304348
2010,1.0,0.08725761772853186,0.0005555555555555556,0.5884658454647257,0.4556379243755717,0.9285714285714285,0.0003299039037057634,0.7288528389339514,0.0004,0.9270833333333333,0.5124782356355193,0.9278350515463917,0.0,0.43528325127025413,0.00017246157051115435,0.021739130434782608,0.017543859649122806,0.9778481012658228,0.9420289855072463
2009,1.0,0.09002770083102493,0.0005555555555555556,0.5940649496080628,0.3681882840432458,0.9489795918367346,0.0004901429426485628,0.7230590961761297,0.0004,0.9270833333333333,0.5298897272199651,0.9278350515463917,0.0,0.35865517574992767,0.0001676248775311157,0.021739130434782608,0.017543859649122806,0.9757383966244726,0.9227053140096619
2008,1.0,0.09002770083102493,0.0005555555555555556,0.6019036954087347,0.4387746991938224,0.9489795918367346,0.0003063393391553518,0.7172653534183082,0.0004,0.9270833333333333,0.48810214741729535,0.9278350515463917,0.0,0.4167371160621404,0.0001642048765025649,0.021739130434782608,0.017543859649122806,0.9715189873417721,0.9227053140096619
2007,1.0,0.09002770083102493,0.0005555555555555556,0.5907054871220606,0.044794793049884894,0.9489795918367346,5.184204201090568e-05,0.712630359212051,0.0008,0.9270833333333333,0.47359257109692393,0.9278350515463917,0.0,0.04187511230626126,2.1827721818832136e-05,0.021739130434782608,0.017543859649122806,0.9683544303797468,0.9178743961352657
2006,1.0,0.09002770083102493,0.0005555555555555556,0.576707726763718,0.31761242765721154,0.9591836734693877,0.0,0.7068366164542295,0.0008,0.9270833333333333,0.4712710388856646,0.9278350515463917,0.0,0.30306520998991415,2.0825294398712268e-05,0.021739130434782608,0.017543859649122806,0.9651898734177216,0.9806763285024155
2005,1.0,0.09141274238227147,0.0005555555555555556,0.5761478163493842,0.0297297634247325,0.9591836734693877,4.712912910082335e-05,0.7010428736964078,0.0008,0.9270833333333333,0.46894950667440505,0.9278350515463917,0.0,0.02865656701471435,1.8482690304353505e-05,0.021739130434782608,0.017543859649122806,0.959915611814346,0.9806763285024155
2004,1.0,0.09418282548476455,0.0005555555555555556,0.5503919372900337,0.03021411917997917,0.9591836734693877,0.0003299039037057634,0.06836616454229433,0.0004,0.9270833333333333,0.4759141033081834,0.9278350515463917,0.0,0.029123668169892505,1.6416004937043928e-05,0.021739130434782608,0.017543859649122806,0.9578059071729957,1.0
2003,1.0,0.09695290858725762,0.0005555555555555556,0.5576707726763719,0.19658974869445006,0.9591836734693877,0.0004288750748174925,0.06141367323290846,0.0004,0.9270833333333333,0.461404526987812,0.9381443298969072,0.0,0.1968909578499937,0.00015374160555917032,0.021739130434782608,0.021052631578947364,0.9546413502109705,0.995169082125604
2002,1.0,0.0997229916897507,0.0005555555555555556,0.5503919372900337,0.0023812829764682897,0.9591836734693877,0.00015081321312263471,0.679026651216686,0.0008,0.9270833333333333,0.465467208357516,0.9278350515463917,0.0,0.0023507072853273417,0.00015185577448354005,0.021739130434782608,0.021052631578947364,0.9514767932489452,0.9710144927536233
2001,1.0,0.10249307479224376,0.0005555555555555556,0.5330347144456887,0.1573057006288952,0.9489795918367346,0.0006645207203216093,0.6720741599073001,0.0008,0.9166666666666666,0.4532791642484039,0.9278350515463917,0.0,0.1637659365982423,1.497767230108165e-05,0.021739130434782608,0.021052631578947364,0.9483122362869199,0.9903381642512077
2011,1.0,0.0997229916897507,0.0,0.6735722284434491,0.4246583312397278,0.8979591836734693,0.00032047807788559876,0.633835457705678,0.0,0.8958333333333333,0.09112013929193266,0.8969072164948453,0.0,0.42900566502427223,0.006485720092925717,0.057971014492753624,0.06666666666666667,0.9282700421940928,0.7584541062801932
2010,1.0,0.10249307479224376,0.0,0.6769316909294514,0.3810709680114405,0.8673469387755102,0.0002450714713242814,0.6280417149478563,0.0,0.8645833333333333,0.6268136970400463,0.8659793814432989,0.0,0.3915040067095417,0.000646368601172279,0.057971014492753624,0.06315789473684211,0.919831223628692,0.7439613526570048
2009,1.0,0.10526315789473684,0.0,0.6321388577827549,0.41342885939306373,0.836734693877551,0.00023093273259403442,0.6222479721900348,0.0,0.8333333333333333,0.6279744631456761,0.8350515463917525,0.0,0.3998664246173535,0.006448374454575531,0.057971014492753624,0.06315789473684211,0.9177215189873418,0.7391304347826088
2008,1.0,0.1038781163434903,0.0,0.6713325867861143,0.4276062346568317,0.836734693877551,0.002111384983716886,0.6164542294322133,0.0,0.8333333333333333,0.0713871154962275,0.8350515463917525,0.0,0.4311843421210405,0.006431504768146112,0.057971014492753624,0.06315789473684211,0.9113924050632912,0.7294685990338164
2007,1.0,0.009695290858725761,0.0,0.6993281075027996,0.3826436458866458,0.8571428571428571,9.42582582016467e-05,0.6106604866743917,0.0,0.8541666666666666,0.059779454439930345,0.8556701030927835,0.0,0.3909084216762963,0.006411402890914117,0.057971014492753624,0.06315789473684211,0.9071729957805907,0.7342995169082125
2006,1.0,0.11080332409972299,0.0,0.6937290033594625,0.003589800353308687,0.836734693877551,0.0001083969969318937,0.6048667439165701,0.0,0.8333333333333333,0.056877539175856064,0.8350515463917525,0.0,0.003711574423604116,0.006390654111792653,0.057971014492753624,0.06315789473684211,0.9008438818565402,0.7246376811594203
2005,1.0,0.11634349030470914,0.0,0.6937290033594625,0.3076291180871534,0.8673469387755102,4.241621619074101e-05,0.5990730011587486,0.0,0.8645833333333333,0.0673244341265235,0.8659793814432989,0.0,0.32088951550485256,0.006359111268407972,0.057971014492753624,0.06315789473684211,0.8945147679324894,0.7198067632850241
2004,1.0,0.11772853185595568,0.0,0.6769316909294514,0.27294155961521843,0.836734693877551,7.069369365123502e-05,0.593279258400927,0.0,0.8333333333333333,0.06906558328496809,0.8350515463917525,0.0,0.3078914017501302,0.006315935784236687,0.057971014492753624,0.06315789473684211,0.8871308016877637,0.7101449275362318
2003,1.0,0.12049861495844875,0.0,0.6825307950727884,0.025894926198795007,0.836734693877551,0.0004241621619074101,0.5874855156431055,0.0,0.84375,0.06442251886244921,0.845360824742268,0.0,0.026946593727319643,0.006276872030115547,0.057971014492753624,0.06315789473684211,0.8829113924050633,0.7101449275362318
2002,1.0,0.0110803324099723,0.0,0.6993281075027996,0.20426467058286618,0.8163265306122448,0.0,0.581691772885284,0.0,0.8229166666666666,0.052234474753337194,0.8350515463917525,0.0,0.2211081635969448,0.0006816220490627397,0.057971014492753624,0.06315789473684211,0.8934599156118144,0.7777777777777778
2001,1.0,0.12603878116343492,0.0,0.6937290033594625,0.18392528568562636,0.43877551020408156,0.0,0.05330243337195828,0.0,0.8333333333333333,0.04352872896111434,0.845360824742268,0.0,0.2054865844738734,0.0006509664737415103,0.057971014492753624,0.06315789473684211,0.8829113924050633,0.748792270531401
2000,1.0,0.13157894736842107,0.0,0.7385218365061591,0.182621747892007,0.32653061224489793,0.0,0.047508690614136734,0.0,0.7083333333333333,0.0713871154962275,0.8144329896907216,0.0,0.20571761304654898,0.0006272181411755711,0.057971014492753624,0.06315789473684211,0.8786919831223629,0.7439613526570048
2011,0.0,0.17174515235457066,0.002777777777777778,0.1103023516237402,0.013508413398801867,0.846938775510204,0.0,0.5538818076477404,0.0024000000000000002,0.9166666666666666,0.2745211839814277,0.8762886597938144,0.0,0.06031674008654003,0.0007090013793308555,0.09782608695652173,0.09824561403508772,0.7816455696202531,0.5652173913043478
2010,0.0,0.01662049861495845,0.002777777777777778,0.1103023516237402,0.01265758314187751,0.07142857142857142,0.0,0.544611819235226,0.0024000000000000002,0.8541666666666666,0.2878699941961695,0.8144329896907216,0.0,0.04901505842058653,0.0007375593540212403,0.09782608695652173,0.09824561403508772,0.7774261603375527,0.5652173913043478
2009,0.0,0.18144044321329642,0.003333333333333333,0.1170212765957447,0.0011543370401360872,0.7448979591836734,0.0,0.5365005793742758,0.0024000000000000002,0.84375,0.31804991294254203,0.8144329896907216,0.0,0.004142057972263349,0.006915133103425793,0.09782608695652173,0.09824561403508772,0.7679324894514767,0.5603864734299516
2008,0.0,0.19390581717451524,0.003333333333333333,0.06550951847704367,0.010588426556007356,0.6836734693877551,2.3564564550411675e-05,0.5283893395133256,0.0024000000000000002,0.8541666666666666,0.23215322112594308,0.8144329896907216,0.0,0.046764347224536255,6.770442714148059e-05,0.09782608695652173,0.09824561403508772,0.758438818565401,0.5603864734299516
